Grupo,Valor
Controle,63.416173791326976
Controle,36.28634882234161
Controle,51.923485947537955
Controle,51.41170174870537
Controle,61.839792661447845
Controle,54.766553626695256
Controle,54.49385873430167
Controle,41.66372399760367
Controle,49.490901876283594
Controle,39.98997422394253
Controle,42.363305522096105
Controle,48.067559525987164
Controle,38.614926317552204
Controle,52.81975877549188
Controle,42.423312828779885
Controle,60.4177193628622
Controle,39.6995624787721
Controle,46.20722507105873
Controle,48.75836737265956
Controle,51.85885199244365
Controle,45.82740685684546
Controle,37.378090713057446
Controle,49.70525913689501
Controle,48.781592347577075
Controle,49.73286058123172
Controle,51.89774460820411
Controle,63.89763874108989
Controle,44.65937529141558
Controle,38.128106414145115
Controle,55.381954664885534
Controle,58.17764207903808
Controle,53.08537151089115
Controle,80.80064069947461
Controle,45.02290239317563
Controle,47.086767252455004
Controle,44.97555481225918
Controle,59.087395585400074
Controle,42.13138499945603
Controle,62.44097904586781
Controle,53.69983387959238
Controle,43.832741568187096
Controle,58.074506360311176
Controle,50.86641330807362
Controle,46.530411106806504
Controle,43.66006808666099
Controle,58.81658966087929
Controle,60.519118870705825
Controle,48.18401511482701
Controle,40.507638177368335
Controle,36.82357774816431
Tratamento,35.99662904592401
Tratamento,64.28870132311403
Tratamento,53.11640956726547
Tratamento,39.52137747389871
Tratamento,59.228911155952375
Tratamento,53.986491225860014
Tratamento,37.44669631257604
Tratamento,46.719090118900446
Tratamento,64.31230472452415
Tratamento,64.46133202503597
Tratamento,34.00859666277982
Tratamento,64.18526519290847
Tratamento,58.39224426266796
Tratamento,55.50140654409638
Tratamento,70.06970557716613
Tratamento,65.73613315620707
Tratamento,53.65801245831474
Tratamento,43.622232094210176
Tratamento,33.27657184472648
Tratamento,46.46710396952078
Tratamento,49.387602679627214
Tratamento,71.62695979641694
Tratamento,35.996683782108775
Tratamento,38.2446978738472
Tratamento,51.861576278659285
Tratamento,35.79143430489603
Tratamento,39.457248718297606
Tratamento,49.36057447813978
Tratamento,43.69151724357581
Tratamento,54.16451894216056
Tratamento,48.42143531830145
Tratamento,33.154808333917586
Tratamento,59.29369028239926
Tratamento,62.53846475851337
Tratamento,59.9309095703172
Tratamento,55.716435016018345
Tratamento,48.00740617866465
Tratamento,60.72351292691654
Tratamento,47.24064204880644
Tratamento,50.98707195604701
Tratamento,50.99867356805375
Tratamento,31.420555538701265
Tratamento,43.162771709938895
Tratamento,47.467753884514096
Tratamento,63.575690650113714
Tratamento,72.17390003566463
Tratamento,54.46802462295497
Tratamento,46.51028760969748
Tratamento,46.470401006966284
Tratamento,52.54692370171285
