Grupo,Valor
Controle,9.166484305189059
Controle,9.887466345547342
Controle,5.727607808663092
Controle,13.280541616809977
Controle,6.413128829610274
Controle,8.316505268687592
Controle,11.005762834316085
Controle,7.509423826785537
Controle,7.884095562275322
Controle,8.1819847701463
Controle,11.102908089092848
Controle,14.584416025629915
Controle,10.083078785996808
Controle,7.7641491097729665
Controle,11.078116641161579
Controle,8.807680600387066
Controle,9.961739006957696
Controle,12.350002439000582
Controle,8.504258101412276
Controle,10.01805050194665
Controle,8.243784213519316
Controle,9.687131659230753
Controle,10.513140904002592
Controle,8.022441902460756
Controle,9.322356067941607
Controle,9.527631938294798
Controle,8.724689975031398
Controle,7.624775427229432
Controle,7.157565545391746
Controle,9.693009608646102
Tratamento,10.961886079567973
Tratamento,15.962733577773209
Tratamento,6.630464846957912
Tratamento,11.725453009633299
Tratamento,12.240889073326468
Tratamento,14.219267725345192
Tratamento,12.503714413562626
Tratamento,9.811572592340276
Tratamento,11.500019522943193
Tratamento,12.584705144298058
Tratamento,10.872983606013182
Tratamento,13.042023476138823
Tratamento,7.763818690872473
Tratamento,14.962369331960936
Tratamento,14.435356021146825
Tratamento,10.828645322952305
Tratamento,12.722681559147436
Tratamento,11.595941183736377
Tratamento,9.841729421970442
Tratamento,11.675420436816664
Tratamento,13.50073177310139
Tratamento,10.7378149649693
Tratamento,10.748661153842013
Tratamento,11.351058474212039
Tratamento,12.36699266015314
Tratamento,14.056758460543737
Tratamento,10.230641389641276
Tratamento,12.516792485366864
Tratamento,11.932232012527365
Tratamento,7.782775227753005
