Grupo,Valor
Controle,57.910319470430466
Controle,40.906125452052606
Controle,64.02794310936099
Controle,35.98148937207719
Controle,55.868570938002705
Controle,71.90455625809979
Controle,40.09463674869312
Controle,44.33702270397228
Controle,50.99651365087641
Controle,44.96524345883801
Controle,34.493365689338674
Controle,50.68562974806027
Controle,39.37696286273895
Controle,54.73592430635182
Controle,40.80575765766197
Controle,65.4993440501754
Controle,42.16746707663763
Controle,46.77938483794324
Controle,58.135172173696695
Controle,37.69135683566045
Controle,52.27459934604129
Controle,63.07142754282428
Controle,33.92516765438772
Controle,51.84633858532304
Controle,52.598827942484235
Controle,57.8182287177731
Controle,37.63049289121918
Controle,36.795433869157236
Controle,55.21941565616898
Controle,52.96984673233186
Tratamento,54.504928503458764
Tratamento,55.46448209496975
Tratamento,45.19975278421509
Tratamento,54.322536971610035
Tratamento,54.93072473298681
Tratamento,44.85648581973632
Tratamento,70.65774511144757
Tratamento,56.73832920911788
Tratamento,40.08696502797351
Tratamento,58.5655360863383
Tratamento,42.253183297726785
Tratamento,59.87084603742452
Tratamento,63.58595579007404
Tratamento,43.7931768164829
Tratamento,61.63376129244322
Tratamento,56.12780926936498
Tratamento,60.2206015999449
Tratamento,70.96792982653947
Tratamento,49.54611883997129
Tratamento,44.4626383564251
Tratamento,43.10485570374477
Tratamento,43.841897150345616
Tratamento,51.228982905858956
Tratamento,55.41151974816644
Tratamento,54.766907993300194
Tratamento,60.27183249036024
Tratamento,52.13001891877907
Tratamento,66.53534077157317
Tratamento,49.35343166762044
Tratamento,79.20169166589619
