Grupo,Valor
Controle,58.957795898673595
Controle,44.93397456093109
Controle,44.32421401512151
Controle,55.092631150729275
Controle,59.00863148673442
Controle,44.37772512304619
Controle,52.525974428369985
Controle,35.338490021467564
Controle,47.29359934659491
Controle,33.27153621184553
Controle,45.81405601391306
Controle,45.958712113974116
Controle,46.02917319408667
Controle,74.82929041555795
Controle,47.748748837084065
Controle,35.00240089609236
Controle,52.85657334884458
Controle,49.74364299058606
Controle,52.267033571576505
Controle,39.739203512861465
Controle,67.13445779625474
Controle,59.05261785817234
Controle,51.37970729185772
Controle,39.95221399932124
Controle,43.90663337988882
Controle,57.63569465151315
Controle,57.41095007598843
Controle,39.366141255790595
Controle,48.5677176756123
Controle,38.761347367071224
Controle,48.06523371781824
Controle,75.2129071555204
Controle,53.71125963621572
Controle,40.753660268950725
Controle,68.93660861374063
Controle,44.881173333816385
Controle,37.61959599059062
Controle,47.675911046044654
Controle,27.681244633864583
Controle,68.12555978589393
Controle,62.337871076734004
Controle,42.63404138888391
Controle,52.95235278662925
Controle,30.02313498598241
Controle,62.828569445308275
Controle,44.27756197317824
Controle,58.72018890423311
Controle,46.14924468913616
Controle,45.75622246308414
Controle,47.95455843048818
Tratamento,49.528640656567795
Tratamento,60.79111160694534
Tratamento,45.58244490983357
Tratamento,56.73140150444061
Tratamento,55.22933620052505
Tratamento,53.976435747695
Tratamento,43.30990461799436
Tratamento,44.13045304931276
Tratamento,63.32306129551473
Tratamento,36.46209356193722
Tratamento,68.88751975559089
Tratamento,74.29523182237605
Tratamento,51.0089381480015
Tratamento,33.296014709936976
Tratamento,67.72976566595011
Tratamento,44.925720422188064
Tratamento,53.32103336312457
Tratamento,64.52205590129826
Tratamento,37.24500932473596
Tratamento,64.09669792976506
Tratamento,58.66663997812315
Tratamento,57.19738455841526
Tratamento,44.80583695200008
Tratamento,59.586085512492545
Tratamento,53.08111398503861
Tratamento,42.6854277386693
Tratamento,54.69330608998536
Tratamento,57.690309470400955
Tratamento,67.38092475605163
Tratamento,56.554799885080726
Tratamento,46.453844529930855
Tratamento,48.8220754142017
Tratamento,43.86181884553819
Tratamento,50.36477854673322
Tratamento,63.68161049222089
Tratamento,43.65199312854874
Tratamento,66.86247182605972
Tratamento,41.24175671417763
Tratamento,46.215019440961285
Tratamento,56.66746421135954
Tratamento,38.57440549387394
Tratamento,53.41410812564425
Tratamento,42.63886906726929
Tratamento,51.6771835202275
Tratamento,57.46994798510589
Tratamento,54.971425742842534
Tratamento,50.15482357557146
Tratamento,60.34493143046484
Tratamento,42.5260755730236
Tratamento,52.19847130854221
