Grupo,Valor
Controle,-4.338158769672438
Controle,-5.496305227841131
Controle,-1.35384321948833
Controle,-5.378138194404615
Controle,-4.835585237632726
Controle,-2.626278324407655
Controle,-6.363848607284362
Controle,-5.887454986895433
Controle,-4.718595161244447
Controle,-5.494804936669039
Controle,-6.789146918632709
Controle,-5.307314765881381
Controle,-5.538243420501865
Controle,-4.094792596085757
Controle,-7.497182794207541
Controle,-6.0502685565349275
Controle,-3.272913485769245
Controle,-2.2140034891530322
Controle,-7.2667693365325485
Controle,-4.032728733660832
Tratamento,-1.4709118278279327
Tratamento,-1.285279732074135
Tratamento,-1.3078187748834802
Tratamento,-0.6337618937435915
Tratamento,1.494659740370043
Tratamento,1.0686319063148517
Tratamento,0.08871636482855985
Tratamento,-0.5449663177228761
Tratamento,0.004933264401165113
Tratamento,-0.15889566308613484
Tratamento,1.1895799791929547
Tratamento,-0.9473574446883233
Tratamento,-0.00929236272863902
Tratamento,-0.151601417713867
Tratamento,-0.07846222627778811
Tratamento,0.3738264878473614
Tratamento,0.2964901365637478
Tratamento,2.002272861362373
Tratamento,-0.13031340941645328
Tratamento,2.3422984401733355
