Grupo,Valor
Controle,10.993428306022466
Controle,9.723471397657631
Controle,11.295377076201385
Controle,13.046059712816051
Controle,9.531693250553328
Controle,9.531726086101639
Controle,13.158425631014783
Controle,11.534869458305817
Controle,9.061051228130095
Controle,11.08512008717193
Controle,9.073164614375075
Controle,9.068540492859487
Controle,10.48392454313207
Controle,6.173439510684404
Controle,6.5501643349739345
Controle,8.875424941518055
Controle,7.974337759331153
Controle,10.628494665190548
Controle,8.183951848957578
Controle,7.175392597329417
Controle,12.931297537843108
Controle,9.548447399026928
Controle,10.135056409375848
Controle,7.150503627573086
Controle,8.911234550949635
Controle,10.221845179419732
Controle,7.698012845155395
Controle,10.751396036691343
Controle,8.79872262016239
Controle,9.416612500413446
Controle,8.796586775541206
Controle,13.704556369017876
Controle,9.973005550524132
Controle,7.884578142088199
Controle,11.645089824206378
Controle,7.5583127000579555
Controle,10.417727190009511
Controle,6.080659752240448
Controle,7.3436279022031385
Controle,10.393722471738247
Controle,11.476933159990821
Controle,10.34273656237994
Controle,9.76870343522352
Controle,9.397792608821423
Controle,7.042956019265145
Controle,8.560311583210582
Controle,9.078722458080424
Controle,12.11424445243783
Controle,10.687236579136922
Controle,6.473919689274532
Tratamento,11.84816793878959
Tratamento,10.429835439167366
Tratamento,9.846155999388081
Tratamento,12.423352577681735
Tratamento,13.261999044991901
Tratamento,13.062560238232397
Tratamento,9.521564953554723
Tratamento,10.58157524829757
Tratamento,11.862526862807128
Tratamento,13.151090254244718
Tratamento,10.24165152430942
Tratamento,10.828682046672364
Tratamento,8.987330051987943
Tratamento,8.807586751838658
Tratamento,12.825051644788395
Tratamento,13.912480057141645
Tratamento,11.055979756839331
Tratamento,13.207065795784047
Tratamento,11.923272050095267
Tratamento,9.90976049078975
Tratamento,11.922791211016827
Tratamento,14.276073132931938
Tratamento,11.128347921780096
Tratamento,14.329287311628011
Tratamento,5.9605097918205106
Tratamento,12.843805008750447
Tratamento,11.374094136476343
Tratamento,10.601985299068264
Tratamento,11.383521553071004
Tratamento,7.224862170798214
Tratamento,10.760656224324975
Tratamento,11.914225143023492
Tratamento,14.155788089483032
Tratamento,10.163459563452705
Tratamento,9.583012794213625
Tratamento,10.196485912830926
Tratamento,13.030804235404148
Tratamento,11.857502219319368
Tratamento,10.140479592465923
Tratamento,12.22653486622671
Tratamento,11.39415509869608
Tratamento,13.137289981065777
Tratamento,9.795893812245295
Tratamento,10.544675706804464
Tratamento,10.415783693735683
Tratamento,8.272970103735762
Tratamento,11.792240554129151
Tratamento,11.722110544359778
Tratamento,11.210226913284922
Tratamento,10.730825733249706
