Grupo,Valor
Controle,54.96714153011233
Controle,48.61735698828815
Controle,56.47688538100692
Controle,65.23029856408026
Controle,47.658466252766644
Controle,47.6586304305082
Controle,65.79212815507391
Controle,57.67434729152909
Controle,45.30525614065048
Controle,55.42560043585965
Controle,45.365823071875376
Controle,45.34270246429743
Controle,52.41962271566034
Controle,30.86719755342202
Controle,32.75082167486967
Controle,44.37712470759027
Controle,39.87168879665576
Controle,53.142473325952736
Controle,40.91975924478789
Controle,35.87696298664709
Controle,64.65648768921554
Controle,47.74223699513465
Controle,50.67528204687924
Controle,35.75251813786544
Controle,44.556172754748175
Controle,51.10922589709866
Controle,38.490064225776976
Controle,53.75698018345672
Controle,43.99361310081195
Controle,47.083062502067236
Controle,43.98293387770603
Controle,68.52278184508938
Controle,49.86502775262066
Controle,39.422890710440996
Controle,58.225449121031886
Controle,37.791563500289776
Controle,52.08863595004755
Controle,30.403298761202244
Controle,36.71813951101569
Controle,51.96861235869123
Controle,57.38466579995411
Controle,51.7136828118997
Controle,48.843517176117594
Controle,46.98896304410711
Controle,35.214780096325725
Controle,42.801557916052914
Controle,45.393612290402125
Controle,60.57122226218915
Controle,53.43618289568462
Controle,32.36959844637266
Tratamento,63.24083969394795
Tratamento,56.149177195836835
Tratamento,53.23077999694041
Tratamento,66.11676288840867
Tratamento,70.30999522495951
Tratamento,69.31280119116198
Tratamento,51.607824767773614
Tratamento,56.907876241487855
Tratamento,63.31263431403564
Tratamento,69.75545127122359
Tratamento,55.2082576215471
Tratamento,58.14341023336183
Tratamento,48.93665025993972
Tratamento,48.037933759193294
Tratamento,68.12525822394198
Tratamento,73.56240028570824
Tratamento,59.27989878419666
Tratamento,70.03532897892023
Tratamento,63.61636025047634
Tratamento,53.54880245394876
Tratamento,63.61395605508414
Tratamento,75.38036566465969
Tratamento,59.64173960890049
Tratamento,75.64643655814007
Tratamento,33.80254895910255
Tratamento,68.21902504375224
Tratamento,60.870470682381715
Tratamento,57.009926495341325
Tratamento,60.91760776535502
Tratamento,40.124310853991076
Tratamento,57.80328112162488
Tratamento,63.57112571511746
Tratamento,74.77894044741517
Tratamento,54.81729781726352
Tratamento,51.91506397106812
Tratamento,54.982429564154636
Tratamento,69.15402117702074
Tratamento,63.287511096596845
Tratamento,54.70239796232961
Tratamento,65.13267433113356
Tratamento,60.9707754934804
Tratamento,69.68644990532889
Tratamento,52.979469061226474
Tratamento,56.723378534022316
Tratamento,56.078918468678424
Tratamento,45.364850518678814
Tratamento,62.96120277064576
Tratamento,62.610552721798896
Tratamento,60.05113456642461
Tratamento,57.65412866624853
