Grupo,Valor
Controle,53.31391746857568
Controle,40.001710475290395
Controle,47.25945201401621
Controle,46.006290469402046
Controle,46.64992110774991
Controle,53.64003781762732
Controle,40.341180676328364
Controle,52.74413965579126
Controle,53.51975847969829
Controle,66.67834987589374
Controle,63.77854790454003
Controle,46.66080422604039
Controle,60.84894083035015
Controle,54.56561600258133
Controle,32.26385666574587
Controle,55.253849165267575
Controle,46.80147880739922
Controle,50.361867123136804
Controle,63.59104641188121
Controle,47.79655708852046
Controle,45.90465007153191
Controle,71.52891662869123
Controle,40.91375797196962
Controle,29.64997717178366
Controle,53.22397323516972
Controle,52.22016231920922
Controle,45.466174858389394
Controle,66.16890735974005
Controle,57.99849249621528
Controle,58.99232244994461
Controle,43.82747861140305
Controle,49.73806528959563
Controle,54.65150994284055
Controle,45.669382147442775
Controle,42.40573188735809
Controle,41.93020986460168
Controle,43.95883890876054
Controle,53.11169119710673
Controle,61.90215036444551
Controle,55.70586857278569
Controle,43.2442696561684
Controle,49.868635377718434
Controle,37.9167772836436
Controle,64.20725205066431
Controle,55.65458657334063
Controle,52.90369901054266
Controle,30.551569023232542
Controle,43.38124565586319
Controle,45.54945649877156
Controle,47.70177993278251
Tratamento,63.738455324995435
Tratamento,47.8291551867665
Tratamento,49.39030241717291
Tratamento,64.06887481925938
Tratamento,58.21909373209228
Tratamento,46.917479162986375
Tratamento,51.75206461578262
Tratamento,58.362509715491825
Tratamento,52.10786811132082
Tratamento,63.7106754532055
Tratamento,52.256975071040436
Tratamento,41.688146211484295
Tratamento,66.86397804319871
Tratamento,63.1448531270214
Tratamento,66.87579115265669
Tratamento,61.03882038835461
Tratamento,40.93289388482712
Tratamento,46.5166099715828
Tratamento,47.02329728316153
Tratamento,33.011992726695084
Tratamento,42.81499762557102
Tratamento,48.07229442891796
Tratamento,52.90587298958572
Tratamento,63.877726093929695
Tratamento,60.85153056168612
Tratamento,52.22804482146086
Tratamento,50.23038370322578
Tratamento,58.29476651991494
Tratamento,78.81793748846904
Tratamento,53.01590108597867
Tratamento,47.662109920868616
Tratamento,52.05646118872865
Tratamento,56.93743635242233
Tratamento,59.1898912238361
Tratamento,58.92068489310534
Tratamento,58.53421658737825
Tratamento,47.98396919981938
Tratamento,40.95335919667964
Tratamento,50.83856631266674
Tratamento,42.63209362066071
Tratamento,53.14425511851483
Tratamento,38.098688546540686
Tratamento,58.75396503055204
Tratamento,55.054317370031725
Tratamento,60.789804625327776
Tratamento,41.8601495826358
Tratamento,37.430603317684096
Tratamento,61.172948339984345
Tratamento,57.90764381032219
Tratamento,55.753885144207985
