Grupo,Valor
Controle,13.577256946860636
Controle,10.87301970102398
Controle,10.192994936144018
Controle,6.273014593271018
Controle,9.445223594971202
Controle,9.290482041462026
Controle,9.83451703703508
Controle,8.745998646352305
Controle,9.912363662048143
Controle,9.045563939280994
Controle,7.372270493274636
Controle,11.76924476099917
Controle,11.76263608441506
Controle,13.419146127305897
Controle,10.10006728435372
Controle,9.190645170798218
Controle,8.909280104760938
Controle,6.907045368834064
Controle,11.96473486851632
Controle,7.797864739777049
Controle,7.629906945959654
Controle,9.588700201154918
Controle,12.97229671014918
Controle,10.473432534453824
Controle,7.952429720147064
Controle,8.5740135997759
Controle,11.250489932325658
Controle,9.678973273626152
Controle,8.46232729936154
Controle,9.539938555444122
Tratamento,16.49011253281074
Tratamento,18.952221566252604
Tratamento,12.511753342088126
Tratamento,13.747166177623262
Tratamento,13.392467810846847
Tratamento,10.16183365364266
Tratamento,13.152415956608422
Tratamento,12.952248478314324
Tratamento,17.247955917914936
Tratamento,14.736171534398197
Tratamento,11.753429108329506
Tratamento,16.293350904540343
Tratamento,14.28745848110651
Tratamento,11.513717926093083
Tratamento,13.806700716631601
Tratamento,13.822811240623514
Tratamento,13.252235404475401
Tratamento,15.059427630722034
Tratamento,10.503484464846789
Tratamento,14.464476270307888
Tratamento,17.02636688377299
Tratamento,16.7055956819083
Tratamento,17.216374999869984
Tratamento,17.238781310637783
Tratamento,17.97508626398508
Tratamento,12.76339863119927
Tratamento,16.691666814114363
Tratamento,11.278220942115773
Tratamento,13.794229791985563
Tratamento,11.171055913188372
